Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
63808,Australia,"Dark garnet-black in color, but as dark as it is, this is not one of those explosive, overextracted types of New World Pinot. This one serves up cherry flavors that are juicy but just shy of tart, and they're coated in a hefty helping of chalk or mineral. Narrow but very nice; finishes with an old-school iron-ore flavor.",Nantua Vineyard,90,100.0,Victoria,Victoria,,Pinot Noir,Giaconda
63938,Argentina,"Adrianna is a higher-elevation, higher-acid single-vineyard Malbec, and it's a component of the otherworldly Argentino blend. On its own, it's fresh, healthy and sturdy. The nose offers smoky, jerky, rubber and black-fruit aromas, which are backed by exotic herb, plum and boysenberry flavors. Firm, delicious and finely structured. Drink now through 2012.",Adrianna Vineyard,93,123.0,Mendoza Province,Mendoza,,Malbec,Bodega Catena Zapata
63954,US,"This is a reserve bottling of Goldschmidt's regular Vyborny bottling. It's essentially the same wine, but far more tannic, and perhaps a touch more concentrated. Dustily dry and astringent now, it seems like a guaranteed cellar candidate, with its rich core of blackberries, currants, mocha, herbs, anise and cedar. Better after 2011, and for many years.",Single Vineyard Selection Vyborny Vineyard Plus,93,150.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Goldschmidt
64117,Argentina,"The nose is dusty and inviting, with notes of spiced berries, molasses, sandalwood and artisan soap. Very saturated but well balanced, with a creamy, oily mouthfeel and sweet, generous flavors of plum, blackberry and chocolate. Mellow and delicious from start to finish, and a winner even at this high price.",Icono,93,150.0,Mendoza Province,Luján de Cuyo,,Bordeaux-style Red Blend,Luigi Bosca
64141,Australia,"Buttery gold in color, with hay and peach flavors and a long, dry, persistent finish. Tasted blind, some mistook this Roussanne—a variety that isn't seen often on its own—for a Chardonnay. Very pretty, with good acidity.",Aeolia,90,100.0,Victoria,Victoria,,Roussanne,Giaconda
64459,Hungary,"A beautiful, aromatic nose of honey, orange, apricot and spice unfolds extravagantly in this elegant dessert wine. Poised tones of honey, citrus, caramel and vanilla are rich but clean on the palate, thanks to a good acidity. The wine ends with a tart grapefruit spin.",Aszú 6 Puttonyos - 500 ml,91,100.0,Tokaji,,,Tokaji,Disznókö
64632,Italy,"This first-rate Amarone by Franco Scamperle earns an A for typicity and intensity. The aromas are enticing and pristine, with nuances of forest berry, red apple, chocolate, espresso, resin, chopped herbs and cherry pie. It boasts a lively ruby color, spice-driven flavors (the wine ages three years in barrique) and excellent persistence in the mouth.",Pergole Vece,95,118.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Le Salette
64638,Germany,"A stunningly rich yet balanced dessert wine, this beauty starts with hints of paraffin and almonds, then unleashes waves of sweet dried-apricot and orange-marmalade flavors. Despite the intense, honeyed sweetness, there's enough lime-like acidity to prevent it from being cloying. This tour de force should age effortlessly for 40 or more years.",Abstberg Beerenauslese,95,177.0,Mosel-Saar-Ruwer,,,Riesling,Maximin Grünhäuser
64642,Germany,"Loosen excelled in 2005, and this beerenauslese is no exception. Brilliantly pure scents of pineapple and honey zoom from the glass, then turn lush and voluptuous on the palate, adding alluring hints of peaches and baked apple. Rich and viscous, it lingers on the finish like wildflower honey.",Ürziger Würzgarten Beerenauslese,94,110.0,Mosel-Saar-Ruwer,,,Riesling,Dr. Loosen
64643,Argentina,"Hands down, this is the finest Pinot Noir from South America that I've ever tasted, and that includes Chile, Argentina and anyplace else. Italy's Piero Incisa della Rocchetta of Sassicaia fame started this project in 2004, and it's now finding a groove. This wine is as elegant as Burgundy but as full of flavor as something from California. The color is rosy, the aromas beguiling, and the meeting of oak and fruit just perfect. Terrific for contemplating on its own or with food. Versatility should be its middle name.",No. 55,94,100.0,Other,Río Negro Valley,,Pinot Noir,Bodega Chacra
64770,Austria,"A huge, powered wine from the famed Mariental vineyard, smoothed by wood, but also packed with dark tannins, flavors of dark plums, bitter chocolate and blackberry fruits. The tannins—dry and firm—promise great aging potential. Keep this wine for 5 years and more. Glass stopper.",Ried Mariental,93,117.0,Burgenland,,,Blaufränkisch,Ernst Triebaumer
64776,US,"At nearly six years of age, this Cab tastes as fresh and tannic as a far younger wine. Those tannins remain firm and hard, and the blackberries and cherries still have a primary fruit taste. This likely will be one of those wines that takes a long time to show its stuff, but it's richly balanced and satisfying. Odds are this beautiful wine, from a veteran producer, will develop very well over the next ten years.",Dr. Crane Vineyard,93,110.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tom Eddy
64782,Argentina,"From vines planted in 1932, this Pinot Noir is simply beautiful. It's bigger and more dense than its younger brother, No. 55, but maybe a tad less elegant and a bit more cellar worthy. The aromas are a blend of fine French oak and natural Pinot aromas of tea, cherry and raspberry. Mineral and coffee appear late on the finish. Unlike any other Pinot from the continent and much more like Burgundy or Oregon than most neophyte New Worlders.",No. 32,93,120.0,Other,Río Negro Valley,,Pinot Noir,Bodega Chacra
64784,Austria,"Made from a single vineyard, this is Franz Weninger's flagship wine. Pure Blaufränkisch, it shows all the exotic flavors of the grape—mineral, spices, black cherries—packaged with dark tannins and smoky, toasty wood. To finish, there is cocoa along with a touch of sweet citrus. Great aging potential.",Dürrau,93,129.0,Burgenland,,,Blaufränkisch,Weninger
64785,US,"The difference from Luna's regular '04 Cab is in the increased alcohol, nearly 1% higher, and greater tannic structure. There's probably more new oak, too, which is in proportion to the massive blackcurrant and cherry fruit. As young as it is, it's fully drinkable now, but should hold and improve for six to eight years.",Reserve,93,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Luna
64850,Spain,"With its dried-cherry and rose-petal aromas and flavors, this beautiful, mature red is every bit the equivalent of a fine, older Bordeaux or Burgundy. Cumin and cinnamon show on the palate and the refined finish is lovely, with anise and white pepper accents.",Faustino I Rioja Gran Reserva,94,185.0,Northern Spain,Rioja,,Tempranillo,Bodegas Faustino
64857,Spain,"Beautifully balanced, this shows all the positive attributes of mature Rioja. Though 30 years old, it is still very alive, with deep sweet fruit that wears tobacco and meat accents. Anise accents the ultrasmooth palate. Full of complex flavors, with a lingering finish.",Faustino I Rioja Gran Reserva,92,125.0,Northern Spain,Rioja,,Tempranillo,Bodegas Faustino
64924,France,"The Quarts de Chaume, the four fingers of land that rise above the Layon Valley, are one of the pinnacles of sweet wines in the Loire. Showing botrytis and layers of dryness over the honey and peach jelly flavors, but also has great freshness. The aftertaste just lasts.",Les Varennes,92,152.0,Loire Valley,Quarts de Chaume,,Chenin Blanc,Domaine Jo Pithon
64929,France,"There have been 19 generations of Mellots, all called Alphonse, in charge of the family estate in Sancerre. This wine celebrates that fact in dense fruits and dry tannins, a wine that has weight, and certainly needs to age. At this stage, the wood is showing dominance, but there's plenty of fruit here.",Génération XIX,92,130.0,Loire Valley,Sancerre,,Pinot Noir,Alphonse Mellot
64933,France,"Grown on clay soils, this Pinot-Noir based wine has weight and power. Shows some velvet ripeness, but also boasts dense tannins and black plum flavors. Balanced wood is a fine and firm counterweight to the opulent fruit.",La Demoiselle,92,100.0,Loire Valley,Sancerre,,Pinot Noir,Alphonse Mellot
65223,France,"While Alphonse Mellot's La Demoiselle shows the weight of Pinot Noir, this En Grands Champs, grown on chalk soil, shows purity of fruit. There may be some leanness to it, but that is balanced by the red berry flavor, and the fresh, vital acidity. The wood element shows through, but it's the fruit that dominates.",En Grands Champs,91,115.0,Loire Valley,Sancerre,,Pinot Noir,Alphonse Mellot
65240,Italy,"Marinella Camerani's dedication to tradition (with organic and biodynamic farming principles) is legendary. Hers are delicate, sometimes difficult wines, yet they are always prized for authenticity. Distinctive aromas include crushed raspberry, raisins, almond cookie, molasses and cooked pears in reduction sauce. The wine ends with lively, refreshing acidity.",,90,100.0,Veneto,Amarone della Valpolicella,,"Corvina, Rondinella, Molinara",Corte Sant' Alda
65325,Italy,"This sweet wine from Italy is guaranteed to blow your socks off. Its thickness and density resembles concentrated maple syrup or molasses. It is made with Prugnolo Gentile (Sangiovese) grapes that are air-dried and then aged in small wood containers for many careful years. The gorgeous aromas include roasted chestnuts, brown sugar, prunes and sweet figs and you can sense the power too.",Occhio di Pernice,99,237.0,Tuscany,Vin Santo di Montepulciano,,Prugnolo Gentile,Avignonesi
65326,France,"A glorious outpouring of beautifully crafted Chardonnay, opulent but tightly mineral. The ripe apple and pear character has a delicate, elegant squeeze of lime, while the whole wine is underpinned by wood. No doubt for long-term aging.",,98,411.0,Burgundy,Bienvenues Bâtard-Montrachet,,Chardonnay,Domaine Leflaive
65327,France,"From arguably the finest white wine vineyard in Burgundy, this is a powerful wine that shows great weight, but balances that with intense, elegant structure, style and freshness. The flavors are endless and complex, richness combining with the lively character of the vintage. Age for many years.",,98,757.0,Burgundy,Montrachet,,Chardonnay,Bouchard Père & Fils
65328,US,"Feels fancy and important in the mouth, with pure, refined tannins housing ripe, complex flavors of blackberries, black currants, cherries, chocolate, exotic spices and sweet, smoky oak. The finish is dry but with a tinge of sweetness, like an infused blackberry liqueur, which probably is the result of high (15.3%) alcohol. Very rich and layered, and a great addition to the Napa cult pantheon. Cabernet, with Cab Franc and Petit Verdot.",,97,140.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Continuum
